row_id,task_id,condition,model,run_dir,spec_path,workspace_path,score_path,deterministic_grader_pass,deterministic_partial,haiku45_verdict,g3flash_verdict,gpt54mini_verdict,human_rater_id,human_verdict,human_reason,time_spent_sec
R0146,CROSS1_api_contract,team_no_plan,claude-haiku-4-5-20251001,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CROSS1_api_contract/20260420_071808_10201bd8,/u/ybkim95/TeamBench/tasks/CROSS1_api_contract/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CROSS1_api_contract/20260420_071808_10201bd8/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CROSS1_api_contract/20260420_071808_10201bd8/reports/score.json,False,0.6,FAIL,FAIL,FAIL,,,,
R0147,INT1_pipeline_repair,oracle,gpt-5.4-mini,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INT1_pipeline_repair/20260421_061132_e5e91381,/u/ybkim95/TeamBench/tasks/INT1_pipeline_repair/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INT1_pipeline_repair/20260421_061132_e5e91381/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INT1_pipeline_repair/20260421_061132_e5e91381/reports/score.json,False,0.75,FAIL,FAIL,FAIL,,,,
R0148,NEG1_tradeoff_config,oracle,lb100_gpt-oss-120b_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/NEG1_tradeoff_config/20260422_050925_82af2c17,/u/ybkim95/TeamBench/tasks/NEG1_tradeoff_config/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/NEG1_tradeoff_config/20260422_050925_82af2c17/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/NEG1_tradeoff_config/20260422_050925_82af2c17/reports/score.json,False,0.3,FAIL,FAIL,FAIL,,,,
R0149,IR4_temporal,oracle,openrouter:qwen/qwen3-14b,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/IR4_temporal/20260422_103408_0ae68767,/u/ybkim95/TeamBench/tasks/IR4_temporal/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/IR4_temporal/20260422_103408_0ae68767/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/IR4_temporal/20260422_103408_0ae68767/reports/score.json,False,0,FAIL,PASS,FAIL,,,,
R0150,TRAP6_deprecated_api,team_no_plan,gemini-3.1-flash-lite-preview,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TRAP6_deprecated_api/20260420_141744_c2906e8a,/u/ybkim95/TeamBench/tasks/TRAP6_deprecated_api/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TRAP6_deprecated_api/20260420_141744_c2906e8a/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TRAP6_deprecated_api/20260420_141744_c2906e8a/reports/score.json,False,0.7,FAIL,FAIL,FAIL,,,,
R0151,IR3_multi_source,oracle,lb100_opus47_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/IR3_multi_source/20260423_203638_e0c1a92d,/u/ybkim95/TeamBench/tasks/IR3_multi_source/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/IR3_multi_source/20260423_203638_e0c1a92d/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/IR3_multi_source/20260423_203638_e0c1a92d/reports/score.json,False,0.92,FAIL,FAIL,FAIL,,,,
R0152,SPEC5_config_system,full,claude-haiku-4-5-20251001,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/SPEC5_config_system/20260420_031145_ef6d9d4a,/u/ybkim95/TeamBench/tasks/SPEC5_config_system/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/SPEC5_config_system/20260420_031145_ef6d9d4a/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/SPEC5_config_system/20260420_031145_ef6d9d4a/reports/score.json,False,0.47,FAIL,FAIL,FAIL,,,,
R0153,CR1_review_respond,full,lb100_gemini3flash_oraclefull_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CR1_review_respond/20260414_014612_ae822ff6,/u/ybkim95/TeamBench/tasks/CR1_review_respond/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CR1_review_respond/20260414_014612_ae822ff6/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CR1_review_respond/20260414_014612_ae822ff6/reports/score.json,False,0.75,FAIL,FAIL,FAIL,,,,
R0154,P2_spec_arbitration,restricted,lb100_qwen3-8b-or_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/P2_spec_arbitration/20260424_193432_c3c83336,/u/ybkim95/TeamBench/tasks/P2_spec_arbitration/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/P2_spec_arbitration/20260424_193432_c3c83336/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/P2_spec_arbitration/20260424_193432_c3c83336/reports/score.json,False,0.5,FAIL,FAIL,FAIL,,,,
R0155,DIST1_queue_race,full,vllm:google/gemma-4-31B-it@http://localhost:8006/v1,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/DIST1_queue_race/20260421_120037_cbd01402,/u/ybkim95/TeamBench/tasks/DIST1_queue_race/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/DIST1_queue_race/20260421_120037_cbd01402/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/DIST1_queue_race/20260421_120037_cbd01402/reports/score.json,False,0.3333,FAIL,FAIL,FAIL,,,,
R0156,GO1_concurrency_fix,oracle,lb100_gpt-oss-120b_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/GO1_concurrency_fix/20260422_145143_1aa4e806,/u/ybkim95/TeamBench/tasks/GO1_concurrency_fix/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/GO1_concurrency_fix/20260422_145143_1aa4e806/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/GO1_concurrency_fix/20260422_145143_1aa4e806/reports/score.json,False,0.0,FAIL,PASS,FAIL,,,,
R0157,GH1008_spaCy_12749,restricted,lb100_qwen3-8b_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/GH1008_spaCy_12749/20260423_050328_afa3963d,/u/ybkim95/TeamBench/tasks/GH1008_spaCy_12749/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/GH1008_spaCy_12749/20260423_050328_afa3963d/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/GH1008_spaCy_12749/20260423_050328_afa3963d/reports/score.json,False,0.4,FAIL,FAIL,FAIL,,,,
R0158,NEG1_tradeoff_config,full,gpt-5-nano,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/NEG1_tradeoff_config/20260414_111257_3f9edfea,/u/ybkim95/TeamBench/tasks/NEG1_tradeoff_config/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/NEG1_tradeoff_config/20260414_111257_3f9edfea/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/NEG1_tradeoff_config/20260414_111257_3f9edfea/reports/score.json,False,0.7,FAIL,FAIL,FAIL,,,,
R0159,IR3_multi_source,full,lb100_qwen3-14b-or_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/IR3_multi_source/20260427_043755_397029e6,/u/ybkim95/TeamBench/tasks/IR3_multi_source/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/IR3_multi_source/20260427_043755_397029e6/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/IR3_multi_source/20260427_043755_397029e6/reports/score.json,False,0.85,FAIL,FAIL,FAIL,,,,
R0160,TEST2_regression,oracle,lb100_gpt-oss-120b_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TEST2_regression/20260422_170846_30cb357e,/u/ybkim95/TeamBench/tasks/TEST2_regression/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TEST2_regression/20260422_170846_30cb357e/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TEST2_regression/20260422_170846_30cb357e/reports/score.json,False,0.0,FAIL,PASS,FAIL,,,,
R0161,TRAP3_metric_mirage,team_no_verify,openrouter:anthropic/claude-sonnet-4.6,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TRAP3_metric_mirage/20260423_004420_f394d417,/u/ybkim95/TeamBench/tasks/TRAP3_metric_mirage/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TRAP3_metric_mirage/20260423_004420_f394d417/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TRAP3_metric_mirage/20260423_004420_f394d417/reports/score.json,False,0.0,FAIL,FAIL,FAIL,,,,
R0162,LH5_data_migration,team_no_plan,lb100_opus47_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/LH5_data_migration/20260425_172526_28ed1338,/u/ybkim95/TeamBench/tasks/LH5_data_migration/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/LH5_data_migration/20260425_172526_28ed1338/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/LH5_data_migration/20260425_172526_28ed1338/reports/score.json,False,0,FAIL,FAIL,FAIL,,,,
R0163,SPEC2_api_design,oracle,gpt-5.4-mini,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/SPEC2_api_design/20260421_065234_741a806e,/u/ybkim95/TeamBench/tasks/SPEC2_api_design/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/SPEC2_api_design/20260421_065234_741a806e/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/SPEC2_api_design/20260421_065234_741a806e/reports/score.json,False,0.92,FAIL,FAIL,FAIL,,,,
R0164,PIPE3_stream_processing,oracle,openrouter:qwen/qwen3-14b,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/PIPE3_stream_processing/20260422_225312_2c22d049,/u/ybkim95/TeamBench/tasks/PIPE3_stream_processing/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/PIPE3_stream_processing/20260422_225312_2c22d049/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/PIPE3_stream_processing/20260422_225312_2c22d049/reports/score.json,False,0,PASS,PASS,PASS,,,,
R0165,LH5_data_migration,oracle,lb100_qwen3-8b_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/LH5_data_migration/20260422_234311_4b20914a,/u/ybkim95/TeamBench/tasks/LH5_data_migration/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/LH5_data_migration/20260422_234311_4b20914a/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/LH5_data_migration/20260422_234311_4b20914a/reports/score.json,False,0.0,FAIL,FAIL,FAIL,,,,
R0166,LH5_data_migration,restricted,lb100_gpt-oss-20b_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/LH5_data_migration/20260421_023354_2d9830f3,/u/ybkim95/TeamBench/tasks/LH5_data_migration/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/LH5_data_migration/20260421_023354_2d9830f3/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/LH5_data_migration/20260421_023354_2d9830f3/reports/score.json,False,0.55,FAIL,FAIL,FAIL,,,,
R0167,PIPE2_data_pipeline,team_no_verify,lb100_opus47_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/PIPE2_data_pipeline/20260425_040214_648a974d,/u/ybkim95/TeamBench/tasks/PIPE2_data_pipeline/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/PIPE2_data_pipeline/20260425_040214_648a974d/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/PIPE2_data_pipeline/20260425_040214_648a974d/reports/score.json,False,0.8,FAIL,FAIL,FAIL,,,,
R0168,NEG1_tradeoff_config,team_no_verify,gemini-3-flash-preview,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/NEG1_tradeoff_config/20260423_164913_49a103d5,/u/ybkim95/TeamBench/tasks/NEG1_tradeoff_config/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/NEG1_tradeoff_config/20260423_164913_49a103d5/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/NEG1_tradeoff_config/20260423_164913_49a103d5/reports/score.json,False,0.7,FAIL,FAIL,FAIL,,,,
R0169,CR1_review_respond,full,lb100_gemini31lite_oraclefull_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CR1_review_respond/20260414_030831_91d3b324,/u/ybkim95/TeamBench/tasks/CR1_review_respond/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CR1_review_respond/20260414_030831_91d3b324/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CR1_review_respond/20260414_030831_91d3b324/reports/score.json,False,0.62,FAIL,FAIL,FAIL,,,,
R0170,P3_access_control,oracle,vllm:google/gemma-4-31B-it@http://localhost:8006/v1,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/P3_access_control/20260420_085118_cda07e47,/u/ybkim95/TeamBench/tasks/P3_access_control/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/P3_access_control/20260420_085118_cda07e47/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/P3_access_control/20260420_085118_cda07e47/reports/score.json,False,0.82,FAIL,FAIL,FAIL,,,,
R0171,D4_data_pipeline,team_no_verify,lb100_gpt5mini_5cond_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/D4_data_pipeline/20260421_110828_a6ee17da,/u/ybkim95/TeamBench/tasks/D4_data_pipeline/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/D4_data_pipeline/20260421_110828_a6ee17da/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/D4_data_pipeline/20260421_110828_a6ee17da/reports/score.json,False,0.65,FAIL,FAIL,FAIL,,,,
R0172,D4_data_pipeline,full,lb100_sonnet46_oraclefull_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/D4_data_pipeline/20260416_232131_9d30cc65,/u/ybkim95/TeamBench/tasks/D4_data_pipeline/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/D4_data_pipeline/20260416_232131_9d30cc65/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/D4_data_pipeline/20260416_232131_9d30cc65/reports/score.json,True,1.0,PASS,PASS,PASS,,,,
R0173,PIPE3_msg_queue,oracle,openrouter:qwen/qwen3-32b,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/PIPE3_msg_queue/20260424_154949_1b446416,/u/ybkim95/TeamBench/tasks/PIPE3_msg_queue/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/PIPE3_msg_queue/20260424_154949_1b446416/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/PIPE3_msg_queue/20260424_154949_1b446416/reports/score.json,False,0.0,FAIL,FAIL,FAIL,,,,
R0174,TRAP1_spec_conflict,full,lb100_sonnet46_oraclefull_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TRAP1_spec_conflict/20260414_000946_b054ad11,/u/ybkim95/TeamBench/tasks/TRAP1_spec_conflict/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TRAP1_spec_conflict/20260414_000946_b054ad11/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TRAP1_spec_conflict/20260414_000946_b054ad11/reports/score.json,False,0.9,FAIL,FAIL,FAIL,,,,
R0175,TRAP5_security_theater,restricted,gemini-3.1-flash-lite-preview,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TRAP5_security_theater/20260419_232931_926c35d1,/u/ybkim95/TeamBench/tasks/TRAP5_security_theater/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TRAP5_security_theater/20260419_232931_926c35d1/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TRAP5_security_theater/20260419_232931_926c35d1/reports/score.json,True,0.86,PASS,PASS,PASS,,,,
R0176,IR2_misinformation_trap,restricted,claude-haiku-4-5-20251001,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/IR2_misinformation_trap/20260420_001342_41334978,/u/ybkim95/TeamBench/tasks/IR2_misinformation_trap/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/IR2_misinformation_trap/20260420_001342_41334978/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/IR2_misinformation_trap/20260420_001342_41334978/reports/score.json,True,1.0,FAIL,PASS,FAIL,,,,
R0177,DIST1_queue_race,team_no_plan,vllm:google/gemma-4-31B-it@http://localhost:8006/v1,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/DIST1_queue_race/20260421_035052_ca49f749,/u/ybkim95/TeamBench/tasks/DIST1_queue_race/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/DIST1_queue_race/20260421_035052_ca49f749/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/DIST1_queue_race/20260421_035052_ca49f749/reports/score.json,False,0.4167,FAIL,FAIL,FAIL,,,,
R0178,PIPE3_stream_processing,team_no_verify,lb100_gemma4-31b_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/PIPE3_stream_processing/20260420_230328_4bbd52c0,/u/ybkim95/TeamBench/tasks/PIPE3_stream_processing/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/PIPE3_stream_processing/20260420_230328_4bbd52c0/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/PIPE3_stream_processing/20260420_230328_4bbd52c0/reports/score.json,True,1.0,PASS,PASS,PASS,,,,
R0179,TRAP5_security_theater,oracle,openrouter:qwen/qwen3-32b,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TRAP5_security_theater/20260424_030005_88e086aa,/u/ybkim95/TeamBench/tasks/TRAP5_security_theater/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TRAP5_security_theater/20260424_030005_88e086aa/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TRAP5_security_theater/20260424_030005_88e086aa/reports/score.json,False,0.0,FAIL,PASS,FAIL,,,,
R0180,CR1_review_respond,team_no_verify,lb100_haiku45_3cond_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CR1_review_respond/20260422_143108_c26df928,/u/ybkim95/TeamBench/tasks/CR1_review_respond/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CR1_review_respond/20260422_143108_c26df928/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CR1_review_respond/20260422_143108_c26df928/reports/score.json,False,0.0,FAIL,FAIL,FAIL,,,,
R0181,P4_data_retention,team_no_verify,lb100_qwen3-14b-or_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/P4_data_retention/20260425_024521_4d47f9a3,/u/ybkim95/TeamBench/tasks/P4_data_retention/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/P4_data_retention/20260425_024521_4d47f9a3/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/P4_data_retention/20260425_024521_4d47f9a3/reports/score.json,False,0.64,FAIL,FAIL,FAIL,,,,
R0182,CROSS1_api_contract,team_no_plan,lb100_qwen3-32b-or_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CROSS1_api_contract/20260425_131959_d24f6011,/u/ybkim95/TeamBench/tasks/CROSS1_api_contract/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CROSS1_api_contract/20260425_131959_d24f6011/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CROSS1_api_contract/20260425_131959_d24f6011/reports/score.json,False,0,FAIL,PASS,FAIL,,,,
R0183,P2_spec_arbitration,restricted,openrouter:anthropic/claude-opus-4.7,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/P2_spec_arbitration/20260424_153701_49db0d31,/u/ybkim95/TeamBench/tasks/P2_spec_arbitration/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/P2_spec_arbitration/20260424_153701_49db0d31/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/P2_spec_arbitration/20260424_153701_49db0d31/reports/score.json,False,0.5,FAIL,FAIL,FAIL,,,,
R0184,TRAP6_deprecated_api,oracle,gpt-5.4-mini,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TRAP6_deprecated_api/20260421_052833_a1f86126,/u/ybkim95/TeamBench/tasks/TRAP6_deprecated_api/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TRAP6_deprecated_api/20260421_052833_a1f86126/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TRAP6_deprecated_api/20260421_052833_a1f86126/reports/score.json,True,1.0,PASS,PASS,PASS,,,,
R0185,INT1_pipeline_repair,full,lb100_gemma4-31b_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INT1_pipeline_repair/20260421_140704_ab343167,/u/ybkim95/TeamBench/tasks/INT1_pipeline_repair/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INT1_pipeline_repair/20260421_140704_ab343167/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INT1_pipeline_repair/20260421_140704_ab343167/reports/score.json,False,0.83,FAIL,FAIL,FAIL,,,,
R0186,LH3_multi_service,team_no_verify,openrouter:anthropic/claude-sonnet-4.6,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/LH3_multi_service/20260423_004240_bb908d64,/u/ybkim95/TeamBench/tasks/LH3_multi_service/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/LH3_multi_service/20260423_004240_bb908d64/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/LH3_multi_service/20260423_004240_bb908d64/reports/score.json,False,0.0,FAIL,PASS,FAIL,,,,
R0187,DIST2_consensus_partition,oracle,lb100_qwen3-8b-or_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/DIST2_consensus_partition/20260422_064806_cce6ed1a,/u/ybkim95/TeamBench/tasks/DIST2_consensus_partition/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/DIST2_consensus_partition/20260422_064806_cce6ed1a/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/DIST2_consensus_partition/20260422_064806_cce6ed1a/reports/score.json,False,0,FAIL,PASS,FAIL,,,,
R0188,D5_query_optimize,restricted,openrouter:anthropic/claude-sonnet-4.6,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/D5_query_optimize/20260420_000710_8c88ccea,/u/ybkim95/TeamBench/tasks/D5_query_optimize/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/D5_query_optimize/20260420_000710_8c88ccea/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/D5_query_optimize/20260420_000710_8c88ccea/reports/score.json,False,0.93,FAIL,FAIL,FAIL,,,,
R0189,NEG1_tradeoff_config,team_no_verify,lb100_haiku45_3cond_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/NEG1_tradeoff_config/20260422_221056_be2eaeb0,/u/ybkim95/TeamBench/tasks/NEG1_tradeoff_config/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/NEG1_tradeoff_config/20260422_221056_be2eaeb0/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/NEG1_tradeoff_config/20260422_221056_be2eaeb0/reports/score.json,False,0.0,FAIL,PASS,FAIL,,,,
R0190,INT1_pipeline_repair,team_no_plan,lb100_gpt5nano_3cond_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INT1_pipeline_repair/20260420_163920_82f3e9df,/u/ybkim95/TeamBench/tasks/INT1_pipeline_repair/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INT1_pipeline_repair/20260420_163920_82f3e9df/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/INT1_pipeline_repair/20260420_163920_82f3e9df/reports/score.json,False,0.75,FAIL,FAIL,FAIL,,,,
R0191,TEST4_property,team_no_verify,lb100_g3flash_3cond_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TEST4_property/20260423_194008_e84447f1,/u/ybkim95/TeamBench/tasks/TEST4_property/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TEST4_property/20260423_194008_e84447f1/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/TEST4_property/20260423_194008_e84447f1/reports/score.json,False,0.86,FAIL,FAIL,FAIL,,,,
R0192,CRYPTO4_kdf_migration,restricted,lb100_qwen3-8b_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CRYPTO4_kdf_migration/20260423_081817_a21a0ce7,/u/ybkim95/TeamBench/tasks/CRYPTO4_kdf_migration/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CRYPTO4_kdf_migration/20260423_081817_a21a0ce7/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CRYPTO4_kdf_migration/20260423_081817_a21a0ce7/reports/score.json,False,0.5,FAIL,FAIL,FAIL,,,,
R0193,MULTI5_deploy_pipeline,team_no_plan,lb100_gpt5mini_5cond_seed0.json.checkpoint.jsonl,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/MULTI5_deploy_pipeline/20260421_094659_e53607ac,/u/ybkim95/TeamBench/tasks/MULTI5_deploy_pipeline/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/MULTI5_deploy_pipeline/20260421_094659_e53607ac/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/MULTI5_deploy_pipeline/20260421_094659_e53607ac/reports/score.json,False,0.5,FAIL,FAIL,FAIL,,,,
R0194,CROSS3_protocol_bridge,restricted,claude-haiku-4-5-20251001,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CROSS3_protocol_bridge/20260419_234147_db96f98a,/u/ybkim95/TeamBench/tasks/CROSS3_protocol_bridge/spec.md,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CROSS3_protocol_bridge/20260419_234147_db96f98a/workspace,/u/ybkim95/TeamBench/shared/ablation_results/ablation_runs/CROSS3_protocol_bridge/20260419_234147_db96f98a/reports/score.json,True,1.0,PASS,PASS,PASS,,,,
